"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT10"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-03-05","19.24",,"0.71",,,"47","50","39","  350","  350","31.1","38.0","    1",,"    1",,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-03-06","7.83",,"0.00",,,"43","55","33","   30","   40","19.9","23.9",,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-03-07","4.70",,"0.00",,,"50","59","45","   60","  120","10.1","13.0",,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-03-08","7.16",,"0.81",,,"52","54","49","   80","   80","15.0","21.0","    1",,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-03-09","8.95",,"1.72",,,"56","67","53","  170","  170","16.1","21.9","    1","    1",,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-03-10","7.83",,"0.00",,,"58","60","54","  360","  360","13.0","15.0",,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-03-11","11.63",,"0.13",,,"56","60","54","   10","   10","21.9","28.0","    1",,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-03-12","9.17",,"0.70",,,"58","61","55","  360","  230","18.1","21.9","    1",,"    1",,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-03-13","7.16",,"0.02",,,"60","66","57","  300","  300","14.1","18.1","    1",,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-03-14","6.49",,"0.00",,,"64","77","55","  340","  280","17.0","23.9","    1","    1",,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-03-15","4.03",,"0.00",,,"64","74","56","  350","  350","12.1","14.1",,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-03-16","4.47",,"0.00",,,"66","75","60","  110","  100","10.1","16.1",,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-03-17","3.13",,"0.00",,,"69","81","60","  170","  160","12.1","14.1","    1","    1",,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-03-18","6.26",,"0.24",,,"69","80","64","  170","  180","14.1","18.1","    1",,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-03-19","6.49",,"0.00",,,"71","80","67","  170","  170","17.0","21.9","    1",,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-03-20","5.14",,"0.00",,,"72","81","68","  140","  140","15.0","21.0","    1",,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-03-21","7.16",,"1.59",,,"67","69","64","   70","   70","14.1","16.1","    1",,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-03-22","8.50",,"0.00",,,"67","75","62","  350","  320","16.1","23.9",,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-03-23","4.92",,"0.00",,,"67","79","56","  170","  170","13.0","16.1",,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-03-24","5.82",,"0.00",,,"65","77","56","  160","  160","14.1","17.0","    1",,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-03-25","5.59",,"0.00",,,"67","78","59","  160","  180","16.1","21.9","    1",,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-03-26","11.41",,"0.17",,,"66","69","58","  350","  350","29.1","36.0","    1",,"    1",,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-03-27","6.26",,"0.00",,,"62","79","46","  320","  330","18.1","28.0",,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-03-28","7.83",,"0.00",,,"67","81","52","  210","  210","21.0","23.9",,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-03-29","10.29",,"0.00",,,"69","80","59","  200","  180","23.0","29.1",,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-03-30","5.82",,"0.00",,,"70","82","60","  200","  210","15.0","19.9","    1",,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-03-31","7.83",,"0.00",,,"71","83","61","  190","  200","17.0","25.1","    1","    1",,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-04-01","7.61",,"0.01",,,"72","79","66","  160","  170","21.9","30.0","    1",,"    1",,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-04-02","10.74",,"0.02",,,"74","82","69","  190","  160","18.1","25.9",,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-04-03","8.50",,"0.02",,,"76","81","72","  350","  350","17.0","21.9","    1",,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-04-04","12.08",,"0.00",,,"70","75","65","   30","   30","23.0","29.1",,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-04-05","6.49",,"0.09",,,"66","71","63","   90","  150","12.1","16.1","    1",,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-04-06","8.72",,"0.00",,,"73","81","68","  190","  160","18.1","23.9",,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-04-07","8.72",,"0.00",,,"75","86","69","  180","  170","18.1","25.1",,"    1",,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-04-08","9.40",,"0.00",,,"76","83","72","  180","  190","19.9","25.9",,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-04-09","11.18",,"0.00",,,"77","86","73","  180","  170","23.0","29.1",,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-04-10","5.82",,"0.26",,,"72","77","64","  330","  330","18.1","21.9","    1",,"    1",,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-04-11","5.59",,"0.45",,,"69","74","66","   50","   50","13.0","16.1","    1",,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-04-12","6.49",,"0.17",,,"72","80","69","  110","  150","16.1","19.9","    1",,"    1",,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-04-13","8.50",,"0.80",,,"76","87","69","  260","  250","16.1","21.0","    1",,"    1",,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-04-14","4.92",,"0.67",,,"73","76","66","  130","  130","18.1","25.1","    1",,"    1",,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-04-15","4.47",,"0.00",,,"70","79","61","  120","   30","12.1","17.0",,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-04-16","6.49",,"1.64",,,"73","81","67","   70","   60","23.9","28.0","    1",,"    1",,,,,"    1",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-04-17","10.29",,"3.18",,,"72","81","66","  280","  280","47.0","61.1","    1",,"    1",,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-04-18","7.38",,"0.20",,,"71","77","65","  320","  320","28.0","33.1","    1",,"    1",,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-04-19","7.83",,"0.28",,,"72","86","60","  340","  330","28.0","38.0",,,"    1",,"    1",,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-04-20","9.40",,"0.00",,,"68","74","61","  360","   10","23.0","29.1",,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-04-21","7.61",,"0.00",,,"69","76","61","  110","  110","17.0","21.9",,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-04-22","5.82",,"0.00",,,"74","82","70","  160","  160","12.1","16.1",,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-04-23","2.91",,"0.00",,,"77","88","71","  110","  110","14.1","21.9",,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-04-24","7.16",,"0.00",,,"78","85","72","  160","  160","18.1","25.1","    1",,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-04-25","7.83",,"0.28",,,"76","83","67","  310","  300","32.0","42.9","    1",,"    1",,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-04-26","7.16",,"0.02",,,"75","84","68","  160","  150","23.0","32.0","    1",,"    1",,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-04-27","8.95",,"0.11",,,"74","77","69","  360","  350","23.0","28.0","    1",,"    1",,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-04-28","12.08",,"0.00",,,"69","74","58","  330","  330","21.9","25.9",,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-04-29","9.17",,"0.00",,,"64","77","54","   10","  350","18.1","23.9",,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-04-30","4.25",,"0.00",,,"69","81","56","  130","  140","15.0","18.1",,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-05-01","2.46",,"0.00",,,"70","82","57","  270","  280","10.1","16.1",,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-05-02","4.03",,"0.00",,,"71","83","59","  170","  210","16.1","33.1",,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-05-03","6.71",,"0.00",,,"71","83","60","  150","  160","19.9","23.9",,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-05-04","7.16",,"0.00",,,"74","82","66","  100","   90","17.0","23.0",,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-05-05","11.41",,"0.02",,,"75","83","68","  140","  150","21.9","33.1",,,,,,,,"    1",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-05-06","11.41",,"0.02",,,"78","86","73","  160","  160","21.0","29.1","    1",,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-05-07","11.18",,"0.00",,,"79","86","75","  160","  150","19.9","23.9",,,,,,,,"    1",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-05-08","11.86",,"0.00",,,"80","87","76","  160","  160","19.9","28.0",,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-05-09","11.63",,"0.00",,,"80","87","77","  160","  170","21.9","31.1",,,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-05-10","13.42",,"0.02",,,"80","85","77","  150","  150","25.1","35.1","    1",,,,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-05-11","9.40",,"0.78",,,"78","84","71","   40","   10","21.0","25.1","    1",,"    1",,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-05-12","7.61",,"3.44",,,"74","80","70","   90","   80","17.0","23.9","    1",,"    1",,,,,"    1",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-05-13","7.16",,"1.36",,,"75","81","69","  160","  180","16.1","23.0","    1",,"    1",,,,,,
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","29.63806","-95.28194","13.4","2015-05-14","6.93",,"0.00",,,"78","87","74","  170","  190","16.1","23.0","    1",,"    1",,,,,,
